A new study created in RDB with name: XGBRegressor_19256
Trial 11 finished with value: 0.07443795994089411 and parameters: {'max_depth': 1, 'min_child_weight': 3, 'gamma': 0.1908344179144159, 'subsample': 0.5373264795338532, 'colsample_bytree': 0.1878905835814385, 'learning_rate': 0.3885907841050964, 'reg_alpha': 0.04505663257400045, 'reg_lambda': 9.907070951085458}. Best is trial 11 with value: 0.07443795994089411.
Trial 2981 finished with value: -291790765.47187495 and parameters: {'max_depth': 5, 'min_child_weight': 2, 'gamma': 0.10612099763797511, 'subsample': 0.023814370712528565, 'colsample_bytree': 0.376096278000268, 'learning_rate': 0.6229929606514386, 'reg_alpha': 1.6811004743493365, 'reg_lambda': 0.03638049890303717}. Best is trial 715 with value: 0.9377859576434285.
Trial 2974 finished with value: -68.19662004877591 and parameters: {'max_depth': 4, 'min_child_weight': 2, 'gamma': 0.42115510867767914, 'subsample': 0.3910154402744538, 'colsample_bytree': 0.7526100657746346, 'learning_rate': 0.9971712051945468, 'reg_alpha': 0.0004226724432703608, 'reg_lambda': 0.006522138995879936}. Best is trial 715 with value: 0.9377859576434285.
Trial 2992 finished with value: 0.08839598579676303 and parameters: {'max_depth': 1, 'min_child_weight': 3, 'gamma': 0.31945834408129836, 'subsample': 0.8889450275504046, 'colsample_bytree': 0.6896157631000331, 'learning_rate': 0.18233324205673473, 'reg_alpha': 0.008369637708168183, 'reg_lambda': 0.00016571358550573656}. Best is trial 715 with value: 0.9377859576434285.
Trial 2977 finished with value: 0.7777685717209346 and parameters: {'max_depth': 5, 'min_child_weight': 5, 'gamma': 0.7926948324638484, 'subsample': 0.9784246480311674, 'colsample_bytree': 0.20931668873038634, 'learning_rate': 0.94508091349208, 'reg_alpha': 0.00375758942852439, 'reg_lambda': 1.9343141798722039}. Best is trial 715 with value: 0.9377859576434285.
Trial 2996 finished with value: -3.522509465373199 and parameters: {'max_depth': 1, 'min_child_weight': 3, 'gamma': 0.9511845074038249, 'subsample': 0.0056822341782197805, 'colsample_bytree': 0.08001491884482936, 'learning_rate': 0.11766053884083627, 'reg_alpha': 0.016497920140862637, 'reg_lambda': 0.12681473481362532}. Best is trial 715 with value: 0.9377859576434285.
Trial 2995 finished with value: 5.3043230824656454e-05 and parameters: {'max_depth': 1, 'min_child_weight': 2, 'gamma': 0.3585206536846637, 'subsample': 0.49830398518995456, 'colsample_bytree': 0.11882986404125484, 'learning_rate': 0.9856436006294007, 'reg_alpha': 0.00025096683571351606, 'reg_lambda': 0.0005724565385053192}. Best is trial 715 with value: 0.9377859576434285.
Trial 2983 finished with value: -0.1597508035240434 and parameters: {'max_depth': 8, 'min_child_weight': 5, 'gamma': 0.05687731184458378, 'subsample': 0.18856870364377987, 'colsample_bytree': 0.04228168855529335, 'learning_rate': 0.7496972784493338, 'reg_alpha': 0.0001268690265916676, 'reg_lambda': 0.0002484813664565274}. Best is trial 715 with value: 0.9377859576434285.
Trial 2997 finished with value: -0.18275899747483393 and parameters: {'max_depth': 1, 'min_child_weight': 2, 'gamma': 0.5385011464341893, 'subsample': 0.08906124275153848, 'colsample_bytree': 0.8172740390756891, 'learning_rate': 0.6642424994235036, 'reg_alpha': 0.0013477269672411444, 'reg_lambda': 0.0004612455805472265}. Best is trial 715 with value: 0.9377859576434285.
Trial 3005 finished with value: -4.179057123751995 and parameters: {'max_depth': 2, 'min_child_weight': 5, 'gamma': 0.12925821178562724, 'subsample': 0.01438828279997284, 'colsample_bytree': 0.190190266907296, 'learning_rate': 0.7698749092417806, 'reg_alpha': 0.3342127248126778, 'reg_lambda': 0.07079177043706857}. Best is trial 715 with value: 0.9377859576434285.
Trial 3007 finished with value: 0.0913162948584941 and parameters: {'max_depth': 1, 'min_child_weight': 1, 'gamma': 0.7256831331871855, 'subsample': 0.9354949970503738, 'colsample_bytree': 0.5404687972487459, 'learning_rate': 0.8628684258397055, 'reg_alpha': 0.0017491937254891163, 'reg_lambda': 0.0037680221462247894}. Best is trial 715 with value: 0.9377859576434285.
Trial 3004 finished with value: 0.24101606895426084 and parameters: {'max_depth': 2, 'min_child_weight': 3, 'gamma': 0.5396542215093021, 'subsample': 0.751525650141552, 'colsample_bytree': 0.17071234753262754, 'learning_rate': 0.02490378096512369, 'reg_alpha': 1.123987921604696, 'reg_lambda': 0.00045007091421976104}. Best is trial 715 with value: 0.9377859576434285.
Trial 2971 finished with value: 0.8980224089131651 and parameters: {'max_depth': 6, 'min_child_weight': 2, 'gamma': 0.3858234701102369, 'subsample': 0.7333637206476727, 'colsample_bytree': 0.8729580201088423, 'learning_rate': 0.07139246282224987, 'reg_alpha': 0.0013493523995485607, 'reg_lambda': 0.0028768441140097716}. Best is trial 715 with value: 0.9377859576434285.
Trial 2991 finished with value: 0.7582961693096028 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.9700158807641234, 'subsample': 0.6969565304484335, 'colsample_bytree': 0.5396323622040318, 'learning_rate': 0.7068665962059981, 'reg_alpha': 0.00011453174922418403, 'reg_lambda': 4.158727359715095}. Best is trial 715 with value: 0.9377859576434285.
Trial 2993 finished with value: 0.06851314908033383 and parameters: {'max_depth': 9, 'min_child_weight': 4, 'gamma': 0.40987855911413085, 'subsample': 0.6150608330821035, 'colsample_bytree': 0.06933153780822543, 'learning_rate': 0.335152825611412, 'reg_alpha': 5.228387615004922, 'reg_lambda': 0.00019409593666323607}. Best is trial 715 with value: 0.9377859576434285.
Trial 3002 finished with value: 0.5924673913926121 and parameters: {'max_depth': 3, 'min_child_weight': 5, 'gamma': 0.33114752001240144, 'subsample': 0.43009094479845644, 'colsample_bytree': 0.5829964023107352, 'learning_rate': 0.395069051386453, 'reg_alpha': 6.977399696880142, 'reg_lambda': 0.008177107695820904}. Best is trial 715 with value: 0.9377859576434285.
Trial 2979 finished with value: 0.9085993098850788 and parameters: {'max_depth': 6, 'min_child_weight': 4, 'gamma': 0.3337106903892346, 'subsample': 0.9458043461416475, 'colsample_bytree': 0.8783214886728815, 'learning_rate': 0.5067174018994066, 'reg_alpha': 0.007546526737979776, 'reg_lambda': 0.06750540189999861}. Best is trial 715 with value: 0.9377859576434285.
Trial 2988 finished with value: -148055953.16825438 and parameters: {'max_depth': 5, 'min_child_weight': 1, 'gamma': 0.6591867639574894, 'subsample': 0.10703117988389921, 'colsample_bytree': 0.9312985026137707, 'learning_rate': 0.48628913455486233, 'reg_alpha': 0.04696142762593222, 'reg_lambda': 0.0023357354982929896}. Best is trial 715 with value: 0.9377859576434285.
Trial 3012 finished with value: 0.43065991023563205 and parameters: {'max_depth': 2, 'min_child_weight': 5, 'gamma': 0.8231833335432333, 'subsample': 0.5757809588859789, 'colsample_bytree': 0.8902911817910016, 'learning_rate': 0.6549291192722813, 'reg_alpha': 0.03152178445801102, 'reg_lambda': 0.45498642448659965}. Best is trial 715 with value: 0.9377859576434285.
Trial 2986 finished with value: -181.71731148375116 and parameters: {'max_depth': 6, 'min_child_weight': 2, 'gamma': 0.5471767449485482, 'subsample': 0.2632707642007388, 'colsample_bytree': 0.3089148073966689, 'learning_rate': 0.7913751007830649, 'reg_alpha': 0.00247815154046495, 'reg_lambda': 0.024789667509589653}. Best is trial 715 with value: 0.9377859576434285.
Trial 2999 finished with value: -7182.84308688413 and parameters: {'max_depth': 6, 'min_child_weight': 3, 'gamma': 0.1519776096816452, 'subsample': 0.09391464895794166, 'colsample_bytree': 0.6276148200446837, 'learning_rate': 0.8874886775842125, 'reg_alpha': 0.004689022626874284, 'reg_lambda': 1.9761485591315104}. Best is trial 715 with value: 0.9377859576434285.
Trial 3006 finished with value: -1.475442906361533e+24 and parameters: {'max_depth': 6, 'min_child_weight': 2, 'gamma': 0.6609262338787866, 'subsample': 0.04232070327510851, 'colsample_bytree': 0.4026161823646772, 'learning_rate': 0.8019205344761174, 'reg_alpha': 0.28418009162395574, 'reg_lambda': 0.0002907445190938826}. Best is trial 715 with value: 0.9377859576434285.
Trial 3000 finished with value: 0.8303373238752926 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.34654867964250446, 'subsample': 0.8742026172391545, 'colsample_bytree': 0.6726454227624261, 'learning_rate': 0.6167627968645584, 'reg_alpha': 0.000314673383926466, 'reg_lambda': 0.11498713728161822}. Best is trial 715 with value: 0.9377859576434285.
Trial 3008 finished with value: 0.09029860744576661 and parameters: {'max_depth': 7, 'min_child_weight': 3, 'gamma': 0.09383156753714161, 'subsample': 0.6491580212607753, 'colsample_bytree': 0.05601117943066314, 'learning_rate': 0.09594873776510882, 'reg_alpha': 0.04390403907457901, 'reg_lambda': 1.2451851994499654}. Best is trial 715 with value: 0.9377859576434285.
Trial 3019 finished with value: 0.081433144526138 and parameters: {'max_depth': 1, 'min_child_weight': 5, 'gamma': 0.08949444028606468, 'subsample': 0.7784394351959146, 'colsample_bytree': 0.20679992514465118, 'learning_rate': 0.3312864399397616, 'reg_alpha': 0.0005411646345179905, 'reg_lambda': 0.0003291898738909122}. Best is trial 715 with value: 0.9377859576434285.
Trial 3022 finished with value: -0.03869318094120715 and parameters: {'max_depth': 1, 'min_child_weight': 1, 'gamma': 0.11125311687821349, 'subsample': 0.31332081056848404, 'colsample_bytree': 0.08721046978269908, 'learning_rate': 0.9302457908163233, 'reg_alpha': 0.015464848044830828, 'reg_lambda': 0.03508584040165069}. Best is trial 715 with value: 0.9377859576434285.
Trial 3001 finished with value: -1.5904565564871318 and parameters: {'max_depth': 6, 'min_child_weight': 4, 'gamma': 0.22890369789998355, 'subsample': 0.2255006731786201, 'colsample_bytree': 0.4656728509407212, 'learning_rate': 0.9140637773025392, 'reg_alpha': 0.3025862960719313, 'reg_lambda': 2.3593858132944834}. Best is trial 715 with value: 0.9377859576434285.
Trial 2994 finished with value: 0.9026125660149821 and parameters: {'max_depth': 5, 'min_child_weight': 4, 'gamma': 0.460037971662267, 'subsample': 0.9487629163457458, 'colsample_bytree': 0.9842569182496296, 'learning_rate': 0.8612334214836866, 'reg_alpha': 0.3445782795243152, 'reg_lambda': 0.358853371581672}. Best is trial 715 with value: 0.9377859576434285.
Trial 2987 finished with value: 0.8616428032750447 and parameters: {'max_depth': 7, 'min_child_weight': 3, 'gamma': 0.1298227477110936, 'subsample': 0.35920486502173565, 'colsample_bytree': 0.7606265631209943, 'learning_rate': 0.5829488868007981, 'reg_alpha': 0.1923012330163679, 'reg_lambda': 0.42465199426080086}. Best is trial 715 with value: 0.9377859576434285.
Trial 3024 finished with value: 0.09072980027008201 and parameters: {'max_depth': 1, 'min_child_weight': 2, 'gamma': 0.9204877966670614, 'subsample': 0.6305575084809372, 'colsample_bytree': 0.7747171083105494, 'learning_rate': 0.6804177975157145, 'reg_alpha': 4.968522308861561, 'reg_lambda': 0.004771669077565044}. Best is trial 715 with value: 0.9377859576434285.
Trial 3011 finished with value: -1.8069101648178463 and parameters: {'max_depth': 6, 'min_child_weight': 5, 'gamma': 0.8006158732059051, 'subsample': 0.16313666870626276, 'colsample_bytree': 0.2001107362484249, 'learning_rate': 0.6840398950585138, 'reg_alpha': 0.0008716405367676047, 'reg_lambda': 0.0042370218405585625}. Best is trial 715 with value: 0.9377859576434285.
Trial 2998 finished with value: 0.7785486886954193 and parameters: {'max_depth': 6, 'min_child_weight': 4, 'gamma': 0.11573275081272083, 'subsample': 0.3089974642011729, 'colsample_bytree': 0.9290517733716503, 'learning_rate': 0.3016490357225067, 'reg_alpha': 0.03409811648265178, 'reg_lambda': 0.0010097278568861002}. Best is trial 715 with value: 0.9377859576434285.
Trial 3009 finished with value: 0.635920785092649 and parameters: {'max_depth': 5, 'min_child_weight': 2, 'gamma': 0.5860089476097574, 'subsample': 0.27572184994085225, 'colsample_bytree': 0.328499813025933, 'learning_rate': 0.3011068864335822, 'reg_alpha': 0.0006870264667016154, 'reg_lambda': 0.0006014990054538195}. Best is trial 715 with value: 0.9377859576434285.
Trial 3023 finished with value: 0.058700044826286456 and parameters: {'max_depth': 2, 'min_child_weight': 3, 'gamma': 0.5092284373950844, 'subsample': 0.11203015521177628, 'colsample_bytree': 0.28836370865994054, 'learning_rate': 0.3273123322980134, 'reg_alpha': 0.004319636399629193, 'reg_lambda': 0.00010641318575728244}. Best is trial 715 with value: 0.9377859576434285.
Trial 3016 finished with value: 0.045352004056365205 and parameters: {'max_depth': 4, 'min_child_weight': 3, 'gamma': 0.8408226650885358, 'subsample': 0.16835028841644306, 'colsample_bytree': 0.8337808051690844, 'learning_rate': 0.9984872323517464, 'reg_alpha': 5.1087611467391465, 'reg_lambda': 8.71953163531681}. Best is trial 715 with value: 0.9377859576434285.
Trial 3025 finished with value: 0.47891566472021446 and parameters: {'max_depth': 2, 'min_child_weight': 3, 'gamma': 0.9120264503603057, 'subsample': 0.8356174390822414, 'colsample_bytree': 0.621128898115856, 'learning_rate': 0.23274503274848468, 'reg_alpha': 0.0062964373426178406, 'reg_lambda': 0.003026452353203585}. Best is trial 715 with value: 0.9377859576434285.
Trial 2984 finished with value: 0.8834565796229615 and parameters: {'max_depth': 9, 'min_child_weight': 2, 'gamma': 0.5010213414834215, 'subsample': 0.7064321523069887, 'colsample_bytree': 0.42192558656224044, 'learning_rate': 0.2254990887968953, 'reg_alpha': 0.06742724999641622, 'reg_lambda': 0.03759981019907346}. Best is trial 715 with value: 0.9377859576434285.
Trial 3032 finished with value: 0.050321555598015724 and parameters: {'max_depth': 1, 'min_child_weight': 4, 'gamma': 0.5014229507577784, 'subsample': 0.43804988089160235, 'colsample_bytree': 0.13007179046321915, 'learning_rate': 0.9749399840031449, 'reg_alpha': 0.3213730567635629, 'reg_lambda': 0.002786254870144089}. Best is trial 715 with value: 0.9377859576434285.
Trial 3033 finished with value: 0.05634846146709401 and parameters: {'max_depth': 1, 'min_child_weight': 4, 'gamma': 0.1330944699719, 'subsample': 0.4815913258101481, 'colsample_bytree': 0.041608410915141336, 'learning_rate': 0.46809688933923443, 'reg_alpha': 0.7109278397571456, 'reg_lambda': 0.00013571916437963186}. Best is trial 715 with value: 0.9377859576434285.
Trial 3003 finished with value: 0.7485686772286841 and parameters: {'max_depth': 8, 'min_child_weight': 2, 'gamma': 0.05897572981072219, 'subsample': 0.24554565976678466, 'colsample_bytree': 0.4796761099493826, 'learning_rate': 0.21895484814061483, 'reg_alpha': 0.007485415287478789, 'reg_lambda': 2.446922809533859}. Best is trial 715 with value: 0.9377859576434285.
Trial 2982 finished with value: 0.8939391491826713 and parameters: {'max_depth': 9, 'min_child_weight': 5, 'gamma': 0.3244409847008656, 'subsample': 0.7402753490492727, 'colsample_bytree': 0.9432947302889825, 'learning_rate': 0.05531719031340221, 'reg_alpha': 0.09928143765770592, 'reg_lambda': 0.006610462371905212}. Best is trial 715 with value: 0.9377859576434285.
Trial 3021 finished with value: 0.07317962771323994 and parameters: {'max_depth': 9, 'min_child_weight': 4, 'gamma': 0.39364582988785946, 'subsample': 0.5324832488258383, 'colsample_bytree': 0.005790443462231232, 'learning_rate': 0.2756041489589438, 'reg_alpha': 0.0003449923964170113, 'reg_lambda': 0.0001933941717722831}. Best is trial 715 with value: 0.9377859576434285.
Trial 3038 finished with value: -0.03759680461144993 and parameters: {'max_depth': 1, 'min_child_weight': 1, 'gamma': 0.23478134393187633, 'subsample': 0.1127452271773467, 'colsample_bytree': 0.10610002965723331, 'learning_rate': 0.2371215017158005, 'reg_alpha': 0.6391392393124479, 'reg_lambda': 0.0012360363830760872}. Best is trial 715 with value: 0.9377859576434285.
Trial 3026 finished with value: 0.0973385249352275 and parameters: {'max_depth': 9, 'min_child_weight': 2, 'gamma': 0.0016162633139011895, 'subsample': 0.049340119209238864, 'colsample_bytree': 0.3120242973260505, 'learning_rate': 0.25048972242137135, 'reg_alpha': 0.026096834403452562, 'reg_lambda': 5.713403960316072}. Best is trial 715 with value: 0.9377859576434285.
Trial 3034 finished with value: 0.2305334027230176 and parameters: {'max_depth': 2, 'min_child_weight': 2, 'gamma': 0.16143709085981262, 'subsample': 0.47054175838072476, 'colsample_bytree': 0.7975135354376625, 'learning_rate': 0.8311222898983288, 'reg_alpha': 0.03368887355958571, 'reg_lambda': 0.08932655695582212}. Best is trial 715 with value: 0.9377859576434285.
Trial 3041 finished with value: -11.611302066659517 and parameters: {'max_depth': 5, 'min_child_weight': 5, 'gamma': 0.3213316384166548, 'subsample': 0.00923123245297397, 'colsample_bytree': 0.9367156276581453, 'learning_rate': 0.8286643665703284, 'reg_alpha': 0.005990508986488507, 'reg_lambda': 0.017057963158748107}. Best is trial 715 with value: 0.9377859576434285.
Trial 3013 finished with value: 0.7820227270148996 and parameters: {'max_depth': 6, 'min_child_weight': 4, 'gamma': 0.7791124832072142, 'subsample': 0.38995751914723564, 'colsample_bytree': 0.613881573293069, 'learning_rate': 0.17443848874605272, 'reg_alpha': 0.0018741580707274657, 'reg_lambda': 0.020941364842087876}. Best is trial 715 with value: 0.9377859576434285.
Trial 3027 finished with value: -2.9371878503807516e+36 and parameters: {'max_depth': 4, 'min_child_weight': 1, 'gamma': 0.886071870102288, 'subsample': 0.035229212409159216, 'colsample_bytree': 0.5653678543139842, 'learning_rate': 0.7066273668835854, 'reg_alpha': 0.009987555071598962, 'reg_lambda': 0.00034322497532022166}. Best is trial 715 with value: 0.9377859576434285.
