A new study created in RDB with name: MLP_12115
Trial 0 finished with value: 141.5070466244852 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 3, 'hidden_units': 64, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'lr': 0.00538449941369389, 'batch_size': 96}. Best is trial 0 with value: 141.5070466244852.
Trial 583 finished with value: 15.036609819364974 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0007079773403956646, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 584 finished with value: 18.248990577700035 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0010636356961620796, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 585 finished with value: 15.4963619819327 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0013833283717379742, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 586 finished with value: 20.073204470433357 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0008274745814401698, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 587 finished with value: 305.7083272869386 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.25, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0018036264302444807, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 588 finished with value: 19.6748977907662 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.001167379525126017, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 589 finished with value: 148.34480465797046 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 256, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'lr': 0.001571431992424482, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 590 finished with value: 137.02431596097492 and parameters: {'input_dropout': 0.1, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0009391976781037667, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 591 finished with value: 33.66535714730975 and parameters: {'input_dropout': 0.0, 'hidden_layers': 4, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0005609069860922011, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 592 finished with value: 18.88861691854683 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0013415634943625726, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 593 finished with value: 19.03311075712096 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'lr': 0.0020952086571375144, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 594 finished with value: 13.175825856241707 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0007441161487990867, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 595 finished with value: 15.889358890434224 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0006976764381748748, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 596 finished with value: 35.38345587733954 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0006173343454152475, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 597 finished with value: 20.027598811356576 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0007583143119591148, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 598 finished with value: 26.806668357699998 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0004992740758043323, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 599 finished with value: 18.072355558378902 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0006812618162174605, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 600 finished with value: 14.38577993553617 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 256, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0008417000324765109, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 601 finished with value: 22.95516685793022 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0005980387915498737, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 602 finished with value: 18.502226654961728 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0006668856248485688, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 603 finished with value: 20.40065850644319 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0073640893407574464, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 604 finished with value: 20.07205396998621 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0007874053697027476, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 605 finished with value: 13.92569265643601 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.000956272627615236, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 606 finished with value: 86.72227746528193 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0007441693443301453, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 607 finished with value: 124.9877390228389 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0004805678969402979, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 608 finished with value: 115.05245386717068 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'lr': 0.0009266446043564838, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 609 finished with value: 20.11751488252264 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.001781229313805703, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 610 finished with value: 12.284241658636532 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0010593943914679377, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 611 finished with value: 19.972655199870545 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 256, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0010846778638650687, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 612 finished with value: 27.153537179304607 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'lr': 0.0012261054120173808, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 613 finished with value: 46.78697680640732 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.00020734421692861736, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 614 finished with value: 119.96832089863283 and parameters: {'input_dropout': 0.1, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.00147984042716665, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 615 finished with value: 12.839322840626991 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.001062813330982396, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 616 finished with value: 13.204829660506807 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0010278752416891803, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 617 finished with value: 18.410703378334592 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.001169131641907091, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 618 finished with value: 25.715628958789615 and parameters: {'input_dropout': 0.0, 'hidden_layers': 4, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0010518553215929033, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 619 finished with value: 31.902615740613573 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0013279238334842618, 'batch_size': 96}. Best is trial 425 with value: 10.402115430356979.
Trial 620 finished with value: 17.355282851496593 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.001163721734293074, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 621 finished with value: 267.5182045238516 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.1, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0010039229773058408, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 622 finished with value: 104.5088953591841 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.00013092158874739124, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 623 finished with value: 357.466366288316 and parameters: {'input_dropout': 0.05, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.2, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.001507506797631632, 'batch_size': 128}. Best is trial 425 with value: 10.402115430356979.
Trial 624 finished with value: 13.268976567650634 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 256, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0013098312444382015, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 625 finished with value: 77.40307132259804 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0009961762261513235, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 626 finished with value: 12.936245957997079 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.001640570703960032, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 627 finished with value: 16.75112135647564 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0022110111227739526, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 628 finished with value: 110.31205898772612 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'lr': 0.001169966310938963, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 629 finished with value: 16.23629680879913 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0008884505975369239, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 630 finished with value: 72.3660217235717 and parameters: {'input_dropout': 0.0, 'hidden_layers': 2, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0013989400224382336, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 631 finished with value: 15.189117372831426 and parameters: {'input_dropout': 0.0, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.0018540525346292876, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
Trial 632 finished with value: 26.212903322662775 and parameters: {'input_dropout': 0.0, 'hidden_layers': 3, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'lr': 0.001558209056467702, 'batch_size': 64}. Best is trial 425 with value: 10.402115430356979.
