A new study created in RDB with name: MLP_153131
Trial 0 finished with value: 495.5684996318022 and parameters: {'input_dropout': 0.0, 'hidden_layers': 10, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'prelu', 'hidden_dropout': 0.25, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0010891743874929258, 'batch_size': 96}. Best is trial 0 with value: 495.5684996318022.
Trial 453 finished with value: 27.286291399999143 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0030595595107918926, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 454 finished with value: 19.20445144158767 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 192, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0027082201869545147, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 455 finished with value: 245.8437319579938 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0012663581695288352, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 456 finished with value: 77.02902651373465 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0028836999227089015, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 457 finished with value: 17.878741988120023 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.002667252263358628, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 458 finished with value: 25.188229781181004 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0032950078273112143, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 459 finished with value: 17.67491735063908 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0029543435756003464, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 460 finished with value: 21.917918994787062 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0014643212643599519, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 461 finished with value: 137.14526829969043 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.001028079166337026, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 462 finished with value: 13.720527139053116 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.001371971574422764, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 463 finished with value: 41.137624207557906 and parameters: {'input_dropout': 0.0, 'hidden_layers': 10, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0027902390319751494, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 464 finished with value: 14.360040575801982 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0030911321629822235, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 465 finished with value: 15.515095950974146 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0025083175864449476, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 466 finished with value: 13.432845696365856 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0026735459196854322, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 467 finished with value: 15.700697677810815 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.002827482074175335, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 468 finished with value: 13.237341577567246 and parameters: {'input_dropout': 0.0, 'hidden_layers': 7, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.002679411894931771, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 469 finished with value: 15.724548330496276 and parameters: {'input_dropout': 0.0, 'hidden_layers': 7, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0016208169127702547, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 470 finished with value: 20.06982070503231 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.002639447065149053, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 471 finished with value: 16.00927769226204 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 192, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0029875291758363395, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 472 finished with value: 16.80746765812366 and parameters: {'input_dropout': 0.0, 'hidden_layers': 7, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0031331378911720986, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 473 finished with value: 21.827207831242717 and parameters: {'input_dropout': 0.0, 'hidden_layers': 6, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.003686649480058023, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 474 finished with value: 119.29706577469216 and parameters: {'input_dropout': 0.0, 'hidden_layers': 7, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0028149960388823346, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 475 finished with value: 22.0551065721009 and parameters: {'input_dropout': 0.0, 'hidden_layers': 7, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0026551887906494306, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 476 finished with value: 15.71085142278956 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.001212497216303534, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 477 finished with value: 12.013492949274939 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0033276502898012595, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 478 finished with value: 44.84245484249063 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.003391052649299697, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 479 finished with value: 161.79822718124097 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.003816916549924049, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 480 finished with value: 12.231268011153691 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.00149038057681201, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 481 finished with value: 15.438586777901898 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0014973985073208778, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 482 finished with value: 21.36301564923863 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 96, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0015592213102695427, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 483 finished with value: 540.4527965521454 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.00131068422997113, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 484 finished with value: 17.134336908980845 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0017112636159443049, 'batch_size': 128}. Best is trial 295 with value: 8.730305301702867.
Trial 485 finished with value: 19.721803836731382 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.001393483863688832, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 486 finished with value: 61.739840587606245 and parameters: {'input_dropout': 0.05, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0008449991966040302, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 487 finished with value: 21.320730060419876 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0014636307464101718, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 488 finished with value: 368.1618714758671 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.1, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0015909354058970427, 'batch_size': 64}. Best is trial 295 with value: 8.730305301702867.
Trial 489 finished with value: 17.050986198352653 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.001447134908749065, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 490 finished with value: 15.406735231533178 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0013805768396343444, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 491 finished with value: 18.893140465612287 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0017649435598946065, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 492 finished with value: 19.12487546590337 and parameters: {'input_dropout': 0.0, 'hidden_layers': 7, 'hidden_units': 256, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0023105291510313957, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 493 finished with value: 14.601272806849062 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0025497675951390345, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 494 finished with value: 21.345602894433927 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0013070847082513666, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 495 finished with value: 29.9877112863875 and parameters: {'input_dropout': 0.0, 'hidden_layers': 7, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0015166656217620875, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 496 finished with value: 18.871790038845287 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0011370208151804697, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 497 finished with value: 24.883118138706802 and parameters: {'input_dropout': 0.0, 'hidden_layers': 6, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0027035625069321266, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 498 finished with value: 24.819358671006057 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 96, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0028953597136403674, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
Trial 499 finished with value: 177.95290312689355 and parameters: {'input_dropout': 0.1, 'hidden_layers': 8, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.002550357223810053, 'batch_size': 96}. Best is trial 295 with value: 8.730305301702867.
