A new study created in RDB with name: MLP_942
Trial 0 finished with value: 184.6502827269914 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 7, 'hidden_units': 64, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.3, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0030870657531373693, 'batch_size': 32}. Best is trial 0 with value: 184.6502827269914.
Trial 818 finished with value: 249.14791201808708 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 3, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'prelu', 'hidden_dropout': 0.3, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.003320687353767096, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 819 finished with value: 169.40185823509634 and parameters: {'input_dropout': 0.1, 'hidden_layers': 6, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.008188367547733184, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
Trial 820 finished with value: 96.96288237231386 and parameters: {'input_dropout': 0.0, 'hidden_layers': 3, 'hidden_units': 160, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.25, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0034864658309583306, 'batch_size': 32}. Best is trial 390 with value: 16.963969438912468.
Trial 821 finished with value: 113.71625105731673 and parameters: {'input_dropout': 0.0, 'hidden_layers': 6, 'hidden_units': 192, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00013240489897352014, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 822 finished with value: 7243.7769280709645 and parameters: {'input_dropout': 0.05, 'hidden_layers': 8, 'hidden_units': 96, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.05, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0005226445805028066, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 823 finished with value: 1032.61924810931 and parameters: {'input_dropout': 0.05, 'hidden_layers': 7, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.3, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.004251248543743746, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
Trial 824 finished with value: 20959.88511304946 and parameters: {'input_dropout': 0.1, 'hidden_layers': 5, 'hidden_units': 64, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00013600411802501235, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 825 finished with value: 116.27504824966641 and parameters: {'input_dropout': 0.0, 'hidden_layers': 10, 'hidden_units': 224, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.002841199470994643, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 826 finished with value: 451.86422710959414 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 3, 'hidden_units': 32, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'prelu', 'hidden_dropout': 0.3, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00017980966668654488, 'batch_size': 32}. Best is trial 390 with value: 16.963969438912468.
Trial 827 finished with value: 102.64444703048395 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 4, 'hidden_units': 192, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0054587830267843725, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 828 finished with value: 17317.29726254827 and parameters: {'input_dropout': 0.05, 'hidden_layers': 5, 'hidden_units': 96, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.05, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0002058980637776888, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 829 finished with value: 1329.671440973439 and parameters: {'input_dropout': 0.2, 'hidden_layers': 9, 'hidden_units': 256, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.2, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0012504081311174287, 'batch_size': 64}. Best is trial 390 with value: 16.963969438912468.
Trial 830 finished with value: 14517.34348274468 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 9, 'hidden_units': 224, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.25, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0003034162364021028, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 831 finished with value: 4458.9686202787925 and parameters: {'input_dropout': 0.0, 'hidden_layers': 10, 'hidden_units': 32, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'prelu', 'hidden_dropout': 0.25, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0047806577988444895, 'batch_size': 64}. Best is trial 390 with value: 16.963969438912468.
Trial 832 finished with value: 132.7283929787928 and parameters: {'input_dropout': 0.2, 'hidden_layers': 3, 'hidden_units': 160, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.008224691679790983, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
Trial 833 finished with value: 520.8905816507872 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 8, 'hidden_units': 160, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.2, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0036464738283171105, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 834 finished with value: 68.16619325056145 and parameters: {'input_dropout': 0.05, 'hidden_layers': 3, 'hidden_units': 64, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0016418266296982368, 'batch_size': 64}. Best is trial 390 with value: 16.963969438912468.
Trial 835 finished with value: 154.6953534778786 and parameters: {'input_dropout': 0.1, 'hidden_layers': 6, 'hidden_units': 32, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0010223520256864664, 'batch_size': 64}. Best is trial 390 with value: 16.963969438912468.
Trial 836 finished with value: 119.5343435764042 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 10, 'hidden_units': 256, 'kernel_initializer': 'random_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.0008029630539438008, 'batch_size': 32}. Best is trial 390 with value: 16.963969438912468.
Trial 837 finished with value: 267.34643026109893 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 192, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.3, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00026858775168724796, 'batch_size': 32}. Best is trial 390 with value: 16.963969438912468.
Trial 838 finished with value: 143.4447326939263 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 5, 'hidden_units': 224, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.1, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0009642948698130137, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
Trial 839 finished with value: 169.43896019343515 and parameters: {'input_dropout': 0.05, 'hidden_layers': 9, 'hidden_units': 96, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.1, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.000964127236621365, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 840 finished with value: 52.28820070985545 and parameters: {'input_dropout': 0.05, 'hidden_layers': 6, 'hidden_units': 160, 'kernel_initializer': 'random_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.007916984359551096, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
Trial 841 finished with value: 134.47908274790422 and parameters: {'input_dropout': 0.0, 'hidden_layers': 7, 'hidden_units': 160, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.3, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00028545165307222427, 'batch_size': 32}. Best is trial 390 with value: 16.963969438912468.
Trial 842 finished with value: 162.83101014796057 and parameters: {'input_dropout': 0.05, 'hidden_layers': 4, 'hidden_units': 64, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.2, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0017968683332541017, 'batch_size': 32}. Best is trial 390 with value: 16.963969438912468.
Trial 843 finished with value: 170.5085616010538 and parameters: {'input_dropout': 0.2, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.1, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0026477315748596407, 'batch_size': 64}. Best is trial 390 with value: 16.963969438912468.
Trial 844 finished with value: 683.6510345527637 and parameters: {'input_dropout': 0.0, 'hidden_layers': 10, 'hidden_units': 32, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.05, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00010771549042910058, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 845 finished with value: 99.12573631273393 and parameters: {'input_dropout': 0.05, 'hidden_layers': 5, 'hidden_units': 96, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00470821821752347, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 846 finished with value: 44.25416401945734 and parameters: {'input_dropout': 0.0, 'hidden_layers': 7, 'hidden_units': 128, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0005443272640107116, 'batch_size': 32}. Best is trial 390 with value: 16.963969438912468.
Trial 847 finished with value: 622.8335540230796 and parameters: {'input_dropout': 0.1, 'hidden_layers': 7, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.25, 'batch_norm': 'off', 'optimizer_type': 'adam', 'optimizer_lr': 0.002450966044459428, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 848 finished with value: 188.19130697203488 and parameters: {'input_dropout': 0.2, 'hidden_layers': 9, 'hidden_units': 128, 'kernel_initializer': 'random_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.1, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.00014131475413419167, 'batch_size': 64}. Best is trial 390 with value: 16.963969438912468.
Trial 849 finished with value: 743.3488765718869 and parameters: {'input_dropout': 0.2, 'hidden_layers': 10, 'hidden_units': 224, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.2, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0029002210065512905, 'batch_size': 32}. Best is trial 390 with value: 16.963969438912468.
Trial 850 finished with value: 150.859476087512 and parameters: {'input_dropout': 0.1, 'hidden_layers': 7, 'hidden_units': 256, 'kernel_initializer': 'he_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.25, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.002953845238417215, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 851 finished with value: 234.24426231216543 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 8, 'hidden_units': 96, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.006406940367878747, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 852 finished with value: 2642.8429511833247 and parameters: {'input_dropout': 0.0, 'hidden_layers': 8, 'hidden_units': 64, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.2, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0024456396244648473, 'batch_size': 64}. Best is trial 390 with value: 16.963969438912468.
Trial 853 finished with value: 132.35375304445782 and parameters: {'input_dropout': 0.2, 'hidden_layers': 6, 'hidden_units': 128, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.1, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.004001085232168071, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
Trial 854 finished with value: 4672.548668564057 and parameters: {'input_dropout': 0.2, 'hidden_layers': 9, 'hidden_units': 224, 'kernel_initializer': 'he_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.3, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0007807825187045292, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 855 finished with value: 82.00727267512733 and parameters: {'input_dropout': 0.1, 'hidden_layers': 3, 'hidden_units': 256, 'kernel_initializer': 'he_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.00521034182921513, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
Trial 856 finished with value: 187.18368980220868 and parameters: {'input_dropout': 0.0, 'hidden_layers': 9, 'hidden_units': 160, 'kernel_initializer': 'random_normal', 'hidden_activation': 'relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.002855012224812938, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
Trial 857 finished with value: 153.42982174332124 and parameters: {'input_dropout': 0.05, 'hidden_layers': 8, 'hidden_units': 224, 'kernel_initializer': 'random_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.2, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0007447092924370704, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
Trial 858 finished with value: 167.70779677311225 and parameters: {'input_dropout': 0.2, 'hidden_layers': 3, 'hidden_units': 256, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.25, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.0015102230329128764, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
Trial 859 finished with value: 99.58359700223056 and parameters: {'input_dropout': 0.15000000000000002, 'hidden_layers': 4, 'hidden_units': 256, 'kernel_initializer': 'random_normal', 'hidden_activation': 'leaky_relu', 'hidden_dropout': 0.1, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0010398530826878974, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 860 finished with value: 14472.57707776656 and parameters: {'input_dropout': 0.1, 'hidden_layers': 6, 'hidden_units': 96, 'kernel_initializer': 'random_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.0, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0002302030999241787, 'batch_size': 96}. Best is trial 390 with value: 16.963969438912468.
Trial 861 finished with value: 174.98963586204803 and parameters: {'input_dropout': 0.2, 'hidden_layers': 8, 'hidden_units': 224, 'kernel_initializer': 'random_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.2, 'batch_norm': 'on', 'optimizer_type': 'adam', 'optimizer_lr': 0.008147823162670072, 'batch_size': 32}. Best is trial 390 with value: 16.963969438912468.
Trial 862 finished with value: 230.42562638942033 and parameters: {'input_dropout': 0.05, 'hidden_layers': 10, 'hidden_units': 128, 'kernel_initializer': 'random_normal', 'hidden_activation': 'prelu', 'hidden_dropout': 0.25, 'batch_norm': 'off', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.005339967824923973, 'batch_size': 64}. Best is trial 390 with value: 16.963969438912468.
Trial 863 finished with value: 14377.717531023625 and parameters: {'input_dropout': 0.05, 'hidden_layers': 4, 'hidden_units': 224, 'kernel_initializer': 'he_uniform', 'hidden_activation': 'relu', 'hidden_dropout': 0.15000000000000002, 'batch_norm': 'on', 'optimizer_type': 'rmsprop', 'optimizer_lr': 0.0002223506474919959, 'batch_size': 128}. Best is trial 390 with value: 16.963969438912468.
