A new study created in RDB with name: XGBRegressor_6531
Trial 17 finished with value: 0.4467439670228604 and parameters: {'max_depth': 9, 'min_child_weight': 4, 'gamma': 0.8869700038235654, 'subsample': 0.012102099265793198, 'colsample_bytree': 0.4559829485685656, 'learning_rate': 0.851666569233345, 'reg_alpha': 0.0009398634107741563, 'reg_lambda': 2.1210423643248144}. Best is trial 17 with value: 0.4467439670228604.
Trial 875 finished with value: 0.7370118832244132 and parameters: {'max_depth': 8, 'min_child_weight': 2, 'gamma': 0.32066986036631184, 'subsample': 0.620342565975794, 'colsample_bytree': 0.7088310925171797, 'learning_rate': 0.07743416909416667, 'reg_alpha': 0.012515716705632125, 'reg_lambda': 5.892306096547166}. Best is trial 590 with value: 0.8162745702907286.
Trial 906 finished with value: 0.7350255877424303 and parameters: {'max_depth': 6, 'min_child_weight': 4, 'gamma': 0.487899812482249, 'subsample': 0.8970787080593943, 'colsample_bytree': 0.02081039346233271, 'learning_rate': 0.6254103102405179, 'reg_alpha': 0.00036302499244119404, 'reg_lambda': 0.06459627150084185}. Best is trial 590 with value: 0.8162745702907286.
Trial 902 finished with value: 0.26857210084736366 and parameters: {'max_depth': 10, 'min_child_weight': 2, 'gamma': 0.41377963202237367, 'subsample': 0.05685561494826996, 'colsample_bytree': 0.8427557274649489, 'learning_rate': 0.25280546143701577, 'reg_alpha': 0.0017519128097816053, 'reg_lambda': 0.010124290507290447}. Best is trial 590 with value: 0.8162745702907286.
Trial 907 finished with value: 0.7953931319429748 and parameters: {'max_depth': 5, 'min_child_weight': 3, 'gamma': 0.46489871152200346, 'subsample': 0.8764414576397008, 'colsample_bytree': 0.11268496056979349, 'learning_rate': 0.11479515444565225, 'reg_alpha': 0.3863464060826799, 'reg_lambda': 0.001154801006331846}. Best is trial 590 with value: 0.8162745702907286.
Trial 917 finished with value: 0.6452196284210052 and parameters: {'max_depth': 3, 'min_child_weight': 3, 'gamma': 0.25398683860049087, 'subsample': 0.1384018331792729, 'colsample_bytree': 0.9408750053496784, 'learning_rate': 0.33341817356254955, 'reg_alpha': 0.0009025134223246726, 'reg_lambda': 0.6798533716907997}. Best is trial 590 with value: 0.8162745702907286.
Trial 897 finished with value: 0.6049717608860055 and parameters: {'max_depth': 10, 'min_child_weight': 1, 'gamma': 0.5098918519223128, 'subsample': 0.1281786109165035, 'colsample_bytree': 0.7308767191934551, 'learning_rate': 0.2810963030679512, 'reg_alpha': 8.491965190687987, 'reg_lambda': 0.18918682028112382}. Best is trial 590 with value: 0.8162745702907286.
Trial 927 finished with value: 0.7417637755783311 and parameters: {'max_depth': 1, 'min_child_weight': 2, 'gamma': 0.2797689217764352, 'subsample': 0.8736301832080918, 'colsample_bytree': 0.0564789918013161, 'learning_rate': 0.6107987422352293, 'reg_alpha': 2.2031051443596024, 'reg_lambda': 0.0009995030990569793}. Best is trial 590 with value: 0.8162745702907286.
Trial 888 finished with value: 0.6257540044455316 and parameters: {'max_depth': 10, 'min_child_weight': 5, 'gamma': 0.7370884250029425, 'subsample': 0.8000039574859009, 'colsample_bytree': 0.35782927357711436, 'learning_rate': 0.2812423071788137, 'reg_alpha': 0.216295309625294, 'reg_lambda': 0.01077090551844589}. Best is trial 590 with value: 0.8162745702907286.
Trial 923 finished with value: -5.663480161816514 and parameters: {'max_depth': 2, 'min_child_weight': 4, 'gamma': 0.19080737420850447, 'subsample': 0.06181882115622772, 'colsample_bytree': 0.37711038213126613, 'learning_rate': 0.6251711243931498, 'reg_alpha': 1.9517612000339883, 'reg_lambda': 0.00023578642413434427}. Best is trial 590 with value: 0.8162745702907286.
Trial 921 finished with value: 0.6419714612153096 and parameters: {'max_depth': 5, 'min_child_weight': 4, 'gamma': 0.24185082237357247, 'subsample': 0.058476744897214106, 'colsample_bytree': 0.10810575815171397, 'learning_rate': 0.33933951939796114, 'reg_alpha': 0.004052296987788402, 'reg_lambda': 0.3773781631533152}. Best is trial 590 with value: 0.8162745702907286.
Trial 887 finished with value: 0.7314020460340915 and parameters: {'max_depth': 8, 'min_child_weight': 1, 'gamma': 0.31146759051420503, 'subsample': 0.989174255638956, 'colsample_bytree': 0.4319137739079999, 'learning_rate': 0.7334444399195035, 'reg_alpha': 0.016376667217669436, 'reg_lambda': 1.0098251214138896}. Best is trial 590 with value: 0.8162745702907286.
Trial 926 finished with value: 0.7750566262060063 and parameters: {'max_depth': 2, 'min_child_weight': 3, 'gamma': 0.7180661615228783, 'subsample': 0.5559832060026277, 'colsample_bytree': 0.6997937143772889, 'learning_rate': 0.6219265150155648, 'reg_alpha': 4.239966963779456, 'reg_lambda': 0.0027637870386890743}. Best is trial 590 with value: 0.8162745702907286.
Trial 913 finished with value: 0.4059129271598366 and parameters: {'max_depth': 5, 'min_child_weight': 3, 'gamma': 0.17373008911762589, 'subsample': 0.4345610504370113, 'colsample_bytree': 0.7319909995371295, 'learning_rate': 0.49072001378198393, 'reg_alpha': 0.019751727721154366, 'reg_lambda': 0.06745396000656599}. Best is trial 590 with value: 0.8162745702907286.
Trial 930 finished with value: -0.11332584816185538 and parameters: {'max_depth': 6, 'min_child_weight': 4, 'gamma': 0.2398426797458928, 'subsample': 0.035377932663641753, 'colsample_bytree': 0.60846181331476, 'learning_rate': 0.44924635812169167, 'reg_alpha': 0.0025812296173596703, 'reg_lambda': 0.0017279083237971185}. Best is trial 590 with value: 0.8162745702907286.
Trial 932 finished with value: 0.8093786532394507 and parameters: {'max_depth': 2, 'min_child_weight': 1, 'gamma': 0.3147749460618601, 'subsample': 0.8588613132925662, 'colsample_bytree': 0.8972226753768232, 'learning_rate': 0.06725660999734728, 'reg_alpha': 0.001071859086842527, 'reg_lambda': 0.009328064510432464}. Best is trial 590 with value: 0.8162745702907286.
Trial 909 finished with value: 0.5797098005896725 and parameters: {'max_depth': 9, 'min_child_weight': 2, 'gamma': 0.8225489480118634, 'subsample': 0.41565040632968575, 'colsample_bytree': 0.39491857693932775, 'learning_rate': 0.9614511166462425, 'reg_alpha': 4.794363731605001, 'reg_lambda': 5.074376168685441}. Best is trial 590 with value: 0.8162745702907286.
Trial 904 finished with value: 0.5857446738247997 and parameters: {'max_depth': 10, 'min_child_weight': 4, 'gamma': 0.5960978415689645, 'subsample': 0.7229959289355851, 'colsample_bytree': 0.5686747534201949, 'learning_rate': 0.6860833537208417, 'reg_alpha': 3.648625063719197, 'reg_lambda': 0.003751649125952014}. Best is trial 590 with value: 0.8162745702907286.
Trial 934 finished with value: 0.782996784580807 and parameters: {'max_depth': 2, 'min_child_weight': 5, 'gamma': 0.4055832963616953, 'subsample': 0.6567308396743727, 'colsample_bytree': 0.8585772419773556, 'learning_rate': 0.3158599435460032, 'reg_alpha': 0.033034406503437, 'reg_lambda': 0.2175842914544801}. Best is trial 590 with value: 0.8162745702907286.
Trial 937 finished with value: 0.7495755037871288 and parameters: {'max_depth': 2, 'min_child_weight': 4, 'gamma': 0.8340997008197897, 'subsample': 0.49852187879051213, 'colsample_bytree': 0.8848199353082362, 'learning_rate': 0.7111602410613009, 'reg_alpha': 0.00038453401596317215, 'reg_lambda': 0.3758270329660641}. Best is trial 590 with value: 0.8162745702907286.
Trial 912 finished with value: 0.6505558146437862 and parameters: {'max_depth': 6, 'min_child_weight': 3, 'gamma': 0.8755136327760676, 'subsample': 0.8294162363423928, 'colsample_bytree': 0.882924043184464, 'learning_rate': 0.15782793862838373, 'reg_alpha': 0.016165326047501444, 'reg_lambda': 0.0002584397222523048}. Best is trial 590 with value: 0.8162745702907286.
Trial 895 finished with value: 0.5909041399203027 and parameters: {'max_depth': 10, 'min_child_weight': 5, 'gamma': 0.5694471547419786, 'subsample': 0.8273735053884979, 'colsample_bytree': 0.560519946241328, 'learning_rate': 0.4324132505168241, 'reg_alpha': 0.0024299241854169214, 'reg_lambda': 0.024778341839331582}. Best is trial 590 with value: 0.8162745702907286.
Trial 918 finished with value: 0.5330506551715988 and parameters: {'max_depth': 5, 'min_child_weight': 1, 'gamma': 0.574690755297189, 'subsample': 0.35364403487276663, 'colsample_bytree': 0.6154153703582811, 'learning_rate': 0.3108346098849659, 'reg_alpha': 1.3902027652909958, 'reg_lambda': 0.001100290790207031}. Best is trial 590 with value: 0.8162745702907286.
Trial 905 finished with value: 0.20712362264930864 and parameters: {'max_depth': 9, 'min_child_weight': 4, 'gamma': 0.09130180368557483, 'subsample': 0.3888667165120493, 'colsample_bytree': 0.5451332605872853, 'learning_rate': 0.7054111655585896, 'reg_alpha': 0.002292372298972569, 'reg_lambda': 0.003868977556277022}. Best is trial 590 with value: 0.8162745702907286.
Trial 903 finished with value: -1.622267727509827 and parameters: {'max_depth': 9, 'min_child_weight': 2, 'gamma': 0.951267287664836, 'subsample': 0.25100942197759113, 'colsample_bytree': 0.6713818665786345, 'learning_rate': 0.616148337388546, 'reg_alpha': 0.1471274349178238, 'reg_lambda': 0.07687138117660772}. Best is trial 590 with value: 0.8162745702907286.
Trial 919 finished with value: 0.621569586859479 and parameters: {'max_depth': 6, 'min_child_weight': 5, 'gamma': 0.8952450198031017, 'subsample': 0.7619790672176194, 'colsample_bytree': 0.48603176134600956, 'learning_rate': 0.2501574341482168, 'reg_alpha': 0.00032012609991725736, 'reg_lambda': 0.00019587572049295412}. Best is trial 590 with value: 0.8162745702907286.
Trial 938 finished with value: 0.539277495557217 and parameters: {'max_depth': 3, 'min_child_weight': 1, 'gamma': 0.8871686430529311, 'subsample': 0.13191632838385559, 'colsample_bytree': 0.42316042907639784, 'learning_rate': 0.37999871886730485, 'reg_alpha': 0.0020867375017662704, 'reg_lambda': 0.22846588568647688}. Best is trial 590 with value: 0.8162745702907286.
Trial 942 finished with value: 0.8013567983705684 and parameters: {'max_depth': 2, 'min_child_weight': 3, 'gamma': 0.9346974807900595, 'subsample': 0.7830432734504591, 'colsample_bytree': 0.09339089102042131, 'learning_rate': 0.4364752117776154, 'reg_alpha': 0.00010988308760565548, 'reg_lambda': 0.9362353923780439}. Best is trial 590 with value: 0.8162745702907286.
Trial 920 finished with value: 0.6521999864467238 and parameters: {'max_depth': 9, 'min_child_weight': 3, 'gamma': 0.5166662285477188, 'subsample': 0.30001230117053246, 'colsample_bytree': 0.22907702084268577, 'learning_rate': 0.31454847037885414, 'reg_alpha': 0.08695895287527923, 'reg_lambda': 0.003432093465158041}. Best is trial 590 with value: 0.8162745702907286.
Trial 936 finished with value: 0.766751485434419 and parameters: {'max_depth': 5, 'min_child_weight': 5, 'gamma': 0.5099603614101357, 'subsample': 0.6798653019404896, 'colsample_bytree': 0.11178614421461697, 'learning_rate': 0.5651006731127493, 'reg_alpha': 0.00026093184927008644, 'reg_lambda': 0.0007988171285692776}. Best is trial 590 with value: 0.8162745702907286.
Trial 925 finished with value: 0.42500459634429355 and parameters: {'max_depth': 7, 'min_child_weight': 4, 'gamma': 0.6235559368288254, 'subsample': 0.3637913507529651, 'colsample_bytree': 0.463215478676391, 'learning_rate': 0.9995600098613682, 'reg_alpha': 0.028572944271533642, 'reg_lambda': 4.765983846565328}. Best is trial 590 with value: 0.8162745702907286.
Trial 931 finished with value: 0.6210794199613296 and parameters: {'max_depth': 5, 'min_child_weight': 2, 'gamma': 0.1017684794768352, 'subsample': 0.7273088240244631, 'colsample_bytree': 0.2983246673223098, 'learning_rate': 0.4860706450741177, 'reg_alpha': 0.08933311508819697, 'reg_lambda': 1.0982064642969263}. Best is trial 590 with value: 0.8162745702907286.
Trial 922 finished with value: 0.6343844459190033 and parameters: {'max_depth': 7, 'min_child_weight': 1, 'gamma': 0.2382293756805859, 'subsample': 0.40243979692162, 'colsample_bytree': 0.5235875792246226, 'learning_rate': 0.6144496275146449, 'reg_alpha': 0.0030588806032593708, 'reg_lambda': 9.280206390735325}. Best is trial 590 with value: 0.8162745702907286.
Trial 950 finished with value: 0.703119032871525 and parameters: {'max_depth': 2, 'min_child_weight': 1, 'gamma': 0.9239069243986532, 'subsample': 0.17652450916365248, 'colsample_bytree': 0.01641594681786529, 'learning_rate': 0.5473423684747929, 'reg_alpha': 0.08100017352350078, 'reg_lambda': 0.008327441044798175}. Best is trial 590 with value: 0.8162745702907286.
Trial 933 finished with value: -0.34161401762260113 and parameters: {'max_depth': 6, 'min_child_weight': 2, 'gamma': 0.7436078539353915, 'subsample': 0.1096638858232325, 'colsample_bytree': 0.8473986779779649, 'learning_rate': 0.5179319314890277, 'reg_alpha': 0.0047110955978270615, 'reg_lambda': 1.4257367474786165}. Best is trial 590 with value: 0.8162745702907286.
Trial 929 finished with value: 0.7257910750775781 and parameters: {'max_depth': 10, 'min_child_weight': 5, 'gamma': 0.7730944315162475, 'subsample': 0.3064072155481101, 'colsample_bytree': 0.6450941930327335, 'learning_rate': 0.11537295312843032, 'reg_alpha': 0.12501530528979252, 'reg_lambda': 0.0011014920918964402}. Best is trial 590 with value: 0.8162745702907286.
Trial 946 finished with value: 0.7880516521727746 and parameters: {'max_depth': 3, 'min_child_weight': 1, 'gamma': 0.8424665898704643, 'subsample': 0.46269653402819644, 'colsample_bytree': 0.1686038308751241, 'learning_rate': 0.012663215734833422, 'reg_alpha': 0.4838892067134963, 'reg_lambda': 0.00018062513253088382}. Best is trial 590 with value: 0.8162745702907286.
Trial 957 finished with value: 0.7285759164494505 and parameters: {'max_depth': 1, 'min_child_weight': 2, 'gamma': 0.018619206563515567, 'subsample': 0.436513524830232, 'colsample_bytree': 0.38526168579490483, 'learning_rate': 0.6157140981011473, 'reg_alpha': 0.002019078702049339, 'reg_lambda': 0.3488303724807052}. Best is trial 590 with value: 0.8162745702907286.
Trial 952 finished with value: 0.6478129958735912 and parameters: {'max_depth': 2, 'min_child_weight': 4, 'gamma': 0.7653129878090075, 'subsample': 0.223907009537467, 'colsample_bytree': 0.17577879622377912, 'learning_rate': 0.7295187139101643, 'reg_alpha': 0.20552002143030704, 'reg_lambda': 0.23526170646090253}. Best is trial 590 with value: 0.8162745702907286.
Trial 958 finished with value: 0.8084018391452897 and parameters: {'max_depth': 2, 'min_child_weight': 5, 'gamma': 0.8474041598177559, 'subsample': 0.4140501764286193, 'colsample_bytree': 0.7897267123247229, 'learning_rate': 0.08454370821906554, 'reg_alpha': 6.7656581324756155, 'reg_lambda': 0.0010872523943641667}. Best is trial 590 with value: 0.8162745702907286.
Trial 954 finished with value: 0.732017067129446 and parameters: {'max_depth': 3, 'min_child_weight': 3, 'gamma': 0.3831103274367702, 'subsample': 0.6399956933096509, 'colsample_bytree': 0.07553695626563073, 'learning_rate': 0.6467939094040998, 'reg_alpha': 0.5968478290449393, 'reg_lambda': 0.001593196408754246}. Best is trial 590 with value: 0.8162745702907286.
Trial 945 finished with value: 0.6882895693899556 and parameters: {'max_depth': 5, 'min_child_weight': 5, 'gamma': 0.9997501847960438, 'subsample': 0.42351960585427606, 'colsample_bytree': 0.2823996067224108, 'learning_rate': 0.8769502394231392, 'reg_alpha': 0.000689768588924228, 'reg_lambda': 5.868336653993929}. Best is trial 590 with value: 0.8162745702907286.
Trial 928 finished with value: -8.763409942917356 and parameters: {'max_depth': 8, 'min_child_weight': 2, 'gamma': 0.7672781606625394, 'subsample': 0.252520431963559, 'colsample_bytree': 0.8209394368594384, 'learning_rate': 0.6908439737155971, 'reg_alpha': 0.0010983652936648882, 'reg_lambda': 0.30445435884234795}. Best is trial 590 with value: 0.8162745702907286.
Trial 964 finished with value: 0.7124553895874141 and parameters: {'max_depth': 1, 'min_child_weight': 4, 'gamma': 0.09300880306325132, 'subsample': 0.03986028431113042, 'colsample_bytree': 0.05974887775462101, 'learning_rate': 0.44023963921920906, 'reg_alpha': 0.000626353345289416, 'reg_lambda': 5.337762638545338}. Best is trial 590 with value: 0.8162745702907286.
Trial 939 finished with value: 0.504383266576251 and parameters: {'max_depth': 6, 'min_child_weight': 5, 'gamma': 0.7106409543305202, 'subsample': 0.36904599016082085, 'colsample_bytree': 0.7194618581585849, 'learning_rate': 0.6129808866814545, 'reg_alpha': 1.9827226074663593, 'reg_lambda': 1.546261323151419}. Best is trial 590 with value: 0.8162745702907286.
Trial 949 finished with value: 0.5257028181183293 and parameters: {'max_depth': 4, 'min_child_weight': 5, 'gamma': 0.8823558068038883, 'subsample': 0.8842721931558278, 'colsample_bytree': 0.7732267253845303, 'learning_rate': 0.5839476518734737, 'reg_alpha': 0.00025808738803140437, 'reg_lambda': 0.009917750233046325}. Best is trial 590 with value: 0.8162745702907286.
Trial 940 finished with value: 0.43713339699258524 and parameters: {'max_depth': 5, 'min_child_weight': 3, 'gamma': 0.5485790487291496, 'subsample': 0.5552629191699431, 'colsample_bytree': 0.8996375757592108, 'learning_rate': 0.5064821958675951, 'reg_alpha': 0.0001775206858570971, 'reg_lambda': 0.0015078743464923842}. Best is trial 590 with value: 0.8162745702907286.
